,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
24534,train_24534,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24535,train_24535,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24536,train_24536,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24537,train_24537,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24538,train_24538,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24539,train_24539,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24540,train_24540,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24541,train_24541,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24542,train_24542,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24543,train_24543,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24544,train_24544,artisinal_mine clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24545,train_24545,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24546,train_24546,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24547,train_24547,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24548,train_24548,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24549,train_24549,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24550,train_24550,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24551,train_24551,agriculture clear habitation primary,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24552,train_24552,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24553,train_24553,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24554,train_24554,agriculture haze road,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24555,train_24555,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24556,train_24556,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24557,train_24557,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24558,train_24558,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24559,train_24559,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24560,train_24560,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24561,train_24561,agriculture clear habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
24562,train_24562,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
24563,train_24563,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24564,train_24564,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24565,train_24565,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24566,train_24566,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24567,train_24567,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
24568,train_24568,clear cultivation primary road selective_logging,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
24569,train_24569,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24570,train_24570,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24571,train_24571,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24572,train_24572,agriculture haze primary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24573,train_24573,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24574,train_24574,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24575,train_24575,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24576,train_24576,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24577,train_24577,clear habitation primary water,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
24578,train_24578,habitation partly_cloudy primary water,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
24579,train_24579,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24580,train_24580,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24581,train_24581,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24582,train_24582,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24583,train_24583,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24584,train_24584,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24585,train_24585,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24586,train_24586,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24587,train_24587,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24588,train_24588,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24589,train_24589,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24590,train_24590,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24591,train_24591,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24592,train_24592,clear primary selective_logging,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24593,train_24593,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24594,train_24594,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24595,train_24595,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24596,train_24596,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24597,train_24597,agriculture clear habitation primary,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24598,train_24598,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24599,train_24599,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24600,train_24600,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24601,train_24601,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24602,train_24602,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24603,train_24603,agriculture haze primary water,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24604,train_24604,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24605,train_24605,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24606,train_24606,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24607,train_24607,clear habitation primary road water,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
24608,train_24608,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24609,train_24609,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24610,train_24610,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24611,train_24611,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24612,train_24612,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24613,train_24613,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24614,train_24614,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
24615,train_24615,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
24616,train_24616,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24617,train_24617,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24618,train_24618,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24619,train_24619,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24620,train_24620,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24621,train_24621,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24622,train_24622,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24623,train_24623,agriculture haze primary water,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24624,train_24624,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24625,train_24625,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24626,train_24626,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24627,train_24627,agriculture haze primary water,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24628,train_24628,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24629,train_24629,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24630,train_24630,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24631,train_24631,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24632,train_24632,clear cultivation habitation primary road water,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
24633,train_24633,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24634,train_24634,artisinal_mine clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24635,train_24635,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24636,train_24636,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24637,train_24637,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24638,train_24638,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
24639,train_24639,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24640,train_24640,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24641,train_24641,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24642,train_24642,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24643,train_24643,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24644,train_24644,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24645,train_24645,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24646,train_24646,agriculture partly_cloudy primary road water,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
24647,train_24647,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24648,train_24648,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24649,train_24649,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24650,train_24650,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24651,train_24651,agriculture bare_ground clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24652,train_24652,haze primary road water,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24653,train_24653,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24654,train_24654,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24655,train_24655,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24656,train_24656,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24657,train_24657,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24658,train_24658,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24659,train_24659,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24660,train_24660,agriculture clear cultivation habitation primary road water,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
24661,train_24661,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24662,train_24662,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24663,train_24663,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24664,train_24664,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24665,train_24665,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24666,train_24666,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24667,train_24667,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24668,train_24668,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
24669,train_24669,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24670,train_24670,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24671,train_24671,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
24672,train_24672,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24673,train_24673,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24674,train_24674,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24675,train_24675,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24676,train_24676,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24677,train_24677,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24678,train_24678,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24679,train_24679,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24680,train_24680,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24681,train_24681,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24682,train_24682,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24683,train_24683,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24684,train_24684,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24685,train_24685,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24686,train_24686,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24687,train_24687,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24688,train_24688,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24689,train_24689,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24690,train_24690,agriculture bare_ground clear,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24691,train_24691,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24692,train_24692,conventional_mine partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
24693,train_24693,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24694,train_24694,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24695,train_24695,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24696,train_24696,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24697,train_24697,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24698,train_24698,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24699,train_24699,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24700,train_24700,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24701,train_24701,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24702,train_24702,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24703,train_24703,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24704,train_24704,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24705,train_24705,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24706,train_24706,agriculture clear primary road water,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24707,train_24707,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24708,train_24708,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24709,train_24709,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24710,train_24710,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24711,train_24711,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24712,train_24712,clear primary road selective_logging,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
24713,train_24713,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24714,train_24714,partly_cloudy primary road water,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
24715,train_24715,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24716,train_24716,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
24717,train_24717,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24718,train_24718,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24719,train_24719,agriculture clear cultivation primary slash_burn,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
24720,train_24720,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24721,train_24721,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24722,train_24722,partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24723,train_24723,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24724,train_24724,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24725,train_24725,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24726,train_24726,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24727,train_24727,agriculture clear road,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24728,train_24728,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24729,train_24729,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24730,train_24730,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24731,train_24731,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24732,train_24732,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24733,train_24733,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24734,train_24734,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24735,train_24735,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24736,train_24736,partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24737,train_24737,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24738,train_24738,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24739,train_24739,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24740,train_24740,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24741,train_24741,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24742,train_24742,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24743,train_24743,agriculture clear cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
24744,train_24744,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24745,train_24745,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24746,train_24746,artisinal_mine haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24747,train_24747,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24748,train_24748,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24749,train_24749,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24750,train_24750,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24751,train_24751,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24752,train_24752,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24753,train_24753,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24754,train_24754,cultivation haze primary,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24755,train_24755,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24756,train_24756,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24757,train_24757,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24758,train_24758,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24759,train_24759,agriculture cultivation haze primary,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24760,train_24760,agriculture partly_cloudy primary water,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24761,train_24761,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24762,train_24762,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24763,train_24763,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24764,train_24764,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24765,train_24765,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24766,train_24766,agriculture cultivation partly_cloudy primary road water,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
24767,train_24767,clear habitation primary road,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
24768,train_24768,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24769,train_24769,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24770,train_24770,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24771,train_24771,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24772,train_24772,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24773,train_24773,agriculture partly_cloudy primary water,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24774,train_24774,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24775,train_24775,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24776,train_24776,artisinal_mine clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
24777,train_24777,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24778,train_24778,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24779,train_24779,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24780,train_24780,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24781,train_24781,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24782,train_24782,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24783,train_24783,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24784,train_24784,agriculture clear habitation primary water,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
24785,train_24785,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24786,train_24786,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24787,train_24787,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24788,train_24788,agriculture clear habitation primary water,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
24789,train_24789,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24790,train_24790,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24791,train_24791,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24792,train_24792,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24793,train_24793,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24794,train_24794,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24795,train_24795,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24796,train_24796,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24797,train_24797,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24798,train_24798,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24799,train_24799,agriculture clear road,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24800,train_24800,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24801,train_24801,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24802,train_24802,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24803,train_24803,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24804,train_24804,clear cultivation primary water,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24805,train_24805,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24806,train_24806,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24807,train_24807,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24808,train_24808,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24809,train_24809,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
